ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,days_since_lastorder,status,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,contactlastname,contactfirstname,dealsize
10358,36,82.94,4,2985.84,2019-12-10,1854,shipped,classic cars,35,s24_2840,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10371,45,123.24,8,5545.8,2020-01-23,1811,shipped,classic cars,35,s24_2840,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10383,40,152.24,3,6089.6,2020-02-22,1782,shipped,classic cars,35,s24_2840,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10394,46,38.9,6,1789.4,2020-03-15,1761,shipped,classic cars,35,s24_2840,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10412,30,36.07,6,1082.1,2020-05-03,1713,shipped,classic cars,35,s24_2840,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10425,31,33.24,5,1030.44,2020-05-31,1686,in process,classic cars,35,s24_2840,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,small
10106,49,74.68,13,3659.32,2018-02-17,2521,shipped,planes,68,s24_2841,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10119,41,59.6,4,2443.6,2018-04-28,2452,shipped,planes,68,s24_2841,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,small
10131,35,67.14,5,2349.9,2018-06-16,2404,shipped,planes,68,s24_2841,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,small
10143,27,60.97,8,1646.19,2018-08-10,2350,shipped,planes,68,s24_2841,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10155,23,72.62,6,1670.26,2018-10-06,2294,shipped,planes,68,s24_2841,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,small
10167,21,69.88,2,1467.48,2018-10-23,2278,cancelled,planes,68,s24_2841,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,small
10178,34,80.84,5,2748.56,2018-11-08,2263,shipped,planes,68,s24_2841,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,small
10186,22,69.2,2,1522.4,2018-11-14,2258,shipped,planes,68,s24_2841,"double decker gift stores, ltd",(171) 555-7555,120 hanover sq.,london,wa1 1dp,uk,hardy,thomas,small
10198,48,67.82,5,3255.36,2018-11-27,2246,shipped,planes,68,s24_2841,cruz & sons co.,+63 2 555 3587,15 mccallum street - natwest center #13-03,makati city,1227 mm,philippines,cruz,arnold,medium
10222,32,81.53,5,2608.96,2019-02-19,2163,shipped,planes,68,s24_2841,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,small
10249,20,67.82,1,1356.4,2019-05-08,2086,shipped,planes,68,s24_2841,cambridge collectables co.,6175555555,4658 baden av.,cambridge,51247,usa,tseng,kyung,small
10262,24,67.14,10,1611.36,2019-06-24,2040,cancelled,planes,68,s24_2841,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10274,40,65.08,2,2603.2,2019-07-21,2014,shipped,planes,68,s24_2841,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,small
10284,30,73.99,12,2219.7,2019-08-21,1984,shipped,planes,68,s24_2841,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,small
10296,21,71.25,8,1496.25,2019-09-15,1960,shipped,planes,68,s24_2841,"bavarian collectables imports, co.",+49 89 61 08 9555,hansastr. 15,munich,80686,germany,donnermeyer,michael,small
10307,25,75.36,2,1884.0,2019-10-14,1932,shipped,planes,68,s24_2841,"classic gift ideas, inc",2155554695,782 first street,philadelphia,71270,usa,cervantes,francisca,small
10316,34,63.71,10,2166.14,2019-11-01,1915,shipped,planes,68,s24_2841,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,small
10328,48,58.92,1,2828.16,2019-11-12,1905,shipped,planes,68,s24_2841,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,small
10339,55,112.99,12,6214.45,2019-11-23,1895,shipped,planes,68,s24_2841,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,medium
10351,25,74.68,5,1867.0,2019-12-03,1886,shipped,planes,68,s24_2841,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,small
10373,38,70.44,7,2676.72,2020-01-31,1828,shipped,planes,68,s24_2841,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10386,39,55.96,1,2182.44,2020-03-01,1799,resolved,planes,68,s24_2841,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10398,28,57.55,3,1611.4,2020-03-30,1771,shipped,planes,68,s24_2841,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,small
10400,24,61.66,2,1479.84,2020-04-01,1770,shipped,planes,68,s24_2841,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,small
10415,21,67.82,1,1424.22,2020-05-09,1733,disputed,planes,68,s24_2841,"australian collectables, ltd",61-9-3844-6555,7 allen street,glen waverly,3150,australia,connery,sean,small
10110,46,129.18,10,5942.28,2018-03-18,2517,shipped,classic cars,117,s24_2887,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10124,25,93.95,9,2348.75,2018-05-21,2454,shipped,classic cars,117,s24_2887,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10148,34,129.18,3,4392.12,2018-09-11,2342,shipped,classic cars,117,s24_2887,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,medium
10161,25,110.39,2,2759.75,2018-10-17,2307,shipped,classic cars,117,s24_2887,heintze collectables,86 21 3555,smagsloget 45,aaarhus,8200,denmark,ibsen,palle,small
10173,23,118.61,16,2728.03,2018-11-05,2289,shipped,classic cars,117,s24_2887,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,small
10182,20,119.79,13,2395.8,2018-11-12,2283,shipped,classic cars,117,s24_2887,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10192,23,132.71,1,3052.33,2018-11-20,2276,shipped,classic cars,117,s24_2887,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,medium
10204,42,101.0,7,4242.0,2018-12-02,2265,shipped,classic cars,117,s24_2887,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,medium
10213,27,103.35,3,2790.45,2019-01-22,2215,shipped,classic cars,117,s24_2887,"double decker gift stores, ltd",(171) 555-7555,120 hanover sq.,london,wa1 1dp,uk,hardy,thomas,small
10227,33,131.53,13,4340.49,2019-03-02,2177,shipped,classic cars,117,s24_2887,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,medium
10241,28,98.65,5,2762.2,2019-04-13,2136,shipped,classic cars,117,s24_2887,mini caravy,88.60.1555,"24, place kluber",strasbourg,67000,france,citeaux,frederique,small
10267,43,108.04,2,4645.72,2019-07-07,2052,shipped,classic cars,117,s24_2887,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,medium
10279,48,116.27,2,5580.96,2019-08-09,2020,shipped,classic cars,117,s24_2887,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10288,48,136.23,8,6539.04,2019-09-01,1998,shipped,classic cars,117,s24_2887,handji gifts& co,+65 224 1555,village close - 106 linden road sandown,singapore,69045,singapore,victorino,wendy,medium
10302,45,123.31,4,5548.95,2018-10-06,2329,shipped,classic cars,117,s24_2887,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,liverpool,wx1 6lt,uk,devon,elizabeth,medium
10311,43,106.87,3,4595.41,2019-10-16,1955,shipped,classic cars,117,s24_2887,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10332,44,42.26,11,1859.44,2019-11-17,1924,shipped,classic cars,117,s24_2887,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,small
10346,24,87.24,5,2093.76,2019-11-29,1913,shipped,classic cars,117,s24_2887,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10368,31,136.23,5,4223.13,2020-01-19,1863,shipped,classic cars,117,s24_2887,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10380,44,36.29,7,1596.76,2020-02-16,1836,shipped,classic cars,117,s24_2887,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10407,59,98.65,5,5820.35,2020-04-22,1771,on hold,classic cars,117,s24_2887,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,medium
10420,55,96.3,8,5296.5,2020-05-29,1735,in process,classic cars,117,s24_2887,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10109,29,32.1,6,930.9,2018-03-10,2547,shipped,classic cars,37,s24_2972,motor mint distributors inc.,2155559857,11328 douglas av.,philadelphia,71270,usa,hernandez,rosa,small
10122,39,30.96,4,1207.44,2018-05-08,2489,shipped,classic cars,37,s24_2972,marseille mini autos,91.24.4555,"12, rue des bouchers",marseille,13008,france,lebihan,laurence,small
10135,20,35.87,1,717.4,2018-07-02,2435,shipped,classic cars,37,s24_2972,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10147,25,42.67,1,1066.75,2018-09-05,2371,shipped,classic cars,37,s24_2972,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,small
10171,36,35.49,4,1277.64,2018-11-05,2311,shipped,classic cars,37,s24_2972,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,small
10181,37,42.67,8,1578.79,2018-11-12,2305,shipped,classic cars,37,s24_2972,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",bergen,n 5804,norway,oeztan,veysel,small
10192,30,30.59,13,917.7,2018-11-20,2298,shipped,classic cars,37,s24_2972,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,small
10203,21,37.0,2,777.0,2018-12-02,2287,shipped,classic cars,37,s24_2972,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10212,34,43.42,12,1476.28,2019-01-16,2243,shipped,classic cars,37,s24_2972,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10225,42,36.63,3,1538.46,2019-02-22,2207,shipped,classic cars,37,s24_2972,"vida sport, ltd",0897-034555,grenzacherweg 237,gensve,1203,switzerland,holz,michael,small
10239,20,44.56,2,891.2,2019-04-12,2159,shipped,classic cars,37,s24_2972,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10253,40,42.67,7,1706.8,2019-06-01,2110,cancelled,classic cars,37,s24_2972,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,liverpool,wx1 6lt,uk,devon,elizabeth,small
10266,34,40.4,8,1373.6,2019-07-06,2076,shipped,classic cars,37,s24_2972,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,small
10278,31,38.89,8,1205.59,2019-08-06,2046,shipped,classic cars,37,s24_2972,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10287,36,39.65,6,1427.4,2019-08-30,2023,shipped,classic cars,37,s24_2972,"vida sport, ltd",0897-034555,grenzacherweg 237,gensve,1203,switzerland,holz,michael,small
10301,48,34.36,10,1649.28,2018-10-05,2353,shipped,classic cars,37,s24_2972,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,small
10310,33,41.91,4,1383.03,2019-10-16,1978,shipped,classic cars,37,s24_2972,"toms spezialitten, ltd",0221-5554327,mehrheimerstr. 369,koln,50739,germany,pfalzheim,henriette,small
10321,37,33.23,12,1229.51,2019-11-04,1960,shipped,classic cars,37,s24_2972,fungiftideas.com,5085552555,1785 first street,new bedford,50553,usa,benitez,violeta,small
10331,27,42.24,13,1140.48,2019-11-17,1948,shipped,classic cars,37,s24_2972,motor mint distributors inc.,2155559857,11328 douglas av.,philadelphia,71270,usa,hernandez,rosa,small
10342,39,40.4,9,1575.6,2019-11-24,1942,shipped,classic cars,37,s24_2972,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,small
10355,36,38.52,4,1386.72,2019-12-07,1930,shipped,classic cars,37,s24_2972,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10367,36,139.4,2,5018.4,2020-01-12,1895,resolved,classic cars,37,s24_2972,toys4grownups.com,6265557265,78934 hillside dr.,pasadena,90003,usa,young,julie,medium
10378,41,142.85,7,5856.85,2020-02-10,1867,shipped,classic cars,37,s24_2972,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10390,37,132.29,5,4894.73,2020-03-04,1845,shipped,classic cars,37,s24_2972,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10405,47,44.56,2,2094.32,2020-04-14,1805,shipped,classic cars,37,s24_2972,mini caravy,88.60.1555,"24, place kluber",strasbourg,67000,france,citeaux,frederique,small
10419,15,42.67,7,640.05,2020-05-17,1773,shipped,classic cars,37,s24_2972,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,small
10105,44,72.58,4,3193.52,2018-02-11,2600,shipped,vintage cars,88,s24_3151,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10119,35,87.62,13,3066.7,2018-04-28,2525,shipped,vintage cars,88,s24_3151,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,medium
10129,41,94.71,4,3883.11,2018-06-12,2481,shipped,vintage cars,88,s24_3151,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,medium
10142,49,98.25,1,4814.25,2018-08-08,2425,shipped,vintage cars,88,s24_3151,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10154,31,91.17,2,2826.27,2018-10-02,2371,shipped,vintage cars,88,s24_3151,boards & toys co.,3105552373,4097 douglas av.,glendale,92561,usa,young,leslie,small
10167,20,79.66,11,1593.2,2018-10-23,2351,cancelled,vintage cars,88,s24_3151,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,small
10177,45,72.58,2,3266.1,2018-11-07,2337,shipped,vintage cars,88,s24_3151,caf imports,+34 913 728 555,"merchants house, 27-30 merchant's quay",madrid,28023,spain,fernandez,jesus,medium
10185,33,74.35,2,2453.55,2018-11-14,2331,shipped,vintage cars,88,s24_3151,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10197,47,83.2,8,3910.4,2018-11-26,2320,shipped,vintage cars,88,s24_3151,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10208,20,89.4,2,1788.0,2019-01-02,2284,shipped,vintage cars,88,s24_3151,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,small
10222,47,70.81,14,3328.07,2019-02-19,2237,shipped,vintage cars,88,s24_3151,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,medium
10233,40,94.71,2,3788.4,2019-03-29,2200,shipped,vintage cars,88,s24_3151,tekni collectables inc.,2015559350,7476 moss rd.,newark,94019,usa,brown,william,medium
10248,30,101.79,5,3053.7,2019-05-07,2162,cancelled,vintage cars,88,s24_3151,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,medium
10261,22,91.17,3,2005.74,2019-06-17,2122,shipped,vintage cars,88,s24_3151,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,small
10273,27,103.56,6,2796.12,2019-07-21,2089,shipped,vintage cars,88,s24_3151,petit auto,(02) 5554 67,rue joseph-bens 532,bruxelles,b-1180,belgium,dewey,catherine,small
10283,34,92.94,8,3159.96,2019-08-20,2060,shipped,vintage cars,88,s24_3151,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,medium
10295,46,84.97,3,3908.62,2019-09-10,2040,shipped,vintage cars,88,s24_3151,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,medium
10306,31,84.08,2,2606.48,2019-10-14,2007,shipped,vintage cars,88,s24_3151,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,small
10315,24,86.74,1,2081.76,2019-10-29,1993,shipped,vintage cars,88,s24_3151,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,small
10326,41,85.85,3,3519.85,2019-11-09,1983,shipped,vintage cars,88,s24_3151,"volvo model replicas, co",0921-12 3555,berguvsvgen  8,lule,s-958 22,sweden,berglund,christina,medium
10339,55,195.6,13,10758.0,2019-11-23,1970,shipped,vintage cars,88,s24_3151,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,large
10350,30,100.7,9,3021.0,2019-12-02,1962,shipped,vintage cars,88,s24_3151,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10373,33,57.32,12,1891.56,2020-01-31,1903,shipped,vintage cars,88,s24_3151,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10396,27,83.2,7,2246.4,2020-03-23,1852,shipped,vintage cars,88,s24_3151,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10414,60,101.79,5,6107.4,2020-05-06,1809,on hold,vintage cars,88,s24_3151,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,medium
10110,27,73.62,12,1987.74,2018-03-18,2590,shipped,classic cars,85,s24_3191,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,small
10124,49,83.04,11,4068.96,2018-05-21,2527,shipped,classic cars,85,s24_3191,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,medium
10148,31,73.62,5,2282.22,2018-09-11,2415,shipped,classic cars,85,s24_3191,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,small
10161,20,77.05,4,1541.0,2018-10-17,2380,shipped,classic cars,85,s24_3191,heintze collectables,86 21 3555,smagsloget 45,aaarhus,8200,denmark,ibsen,palle,small
10172,24,81.33,2,1951.92,2018-11-05,2362,shipped,classic cars,85,s24_3191,gift depot inc.,2035552570,25593 south bay ln.,bridgewater,97562,usa,king,julie,small
10182,33,94.17,15,3107.61,2018-11-12,2356,shipped,classic cars,85,s24_3191,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10192,32,72.77,3,2328.64,2018-11-20,2349,shipped,classic cars,85,s24_3191,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,small
10204,40,79.62,9,3184.8,2018-12-02,2338,shipped,classic cars,85,s24_3191,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,medium
